,title,company,description,onsite_remote,salary,location,criteria,posted_date,link,Seniority level,Employment type,Job function,Industries,indus_Technology,indus_Information,indus_Internet,indus_Information Services,indus_IT Services,indus_IT Consulting,indus_Hospitals,indus_Health Care,indus_Computer,indus_Network Security,indus_Internet Publishing,indus_Defense,indus_Space Manufacturing,indus_Transportation,indus_Logistics,indus_Supply Chain,indus_Storage,indus_Recreational Facilities,indus_Biotechnology Research,indus_Pharmaceutical Manufacturing,indus_Research Services,indus_Entertainment Providers,indus_Movies,indus_Videos,indus_Sound,indus_Medical Equipment Manufacturing,indus_Insurance,indus_Chemical Manufacturing,indus_Ground Passenger Transportation,indus_Software Development,indus_Staffing,indus_Recruiting,indus_Financial Services,indus_Libraries,indus_Computer Games,indus_Computer Hardware Manufacturing,indus_Business Consulting,indus_Services,indus_Advertising Services,indus_Non-profit Organizations,indus_Nanotechnology Research,indus_Data Infrastructure,indus_Analytics,indus_Manufacturing,indus_Food,indus_Beverage Services,indus_Beverage Manufacturing,indus_Higher Education,indus_Travel Arrangements,indus_Mental Health Care,indus_Strategic Management Services,indus_Hospitality,indus_Real Estate,indus_Oil,indus_Gas,indus_Industrial Machinery Manufacturing,indus_Civic,indus_Social Organizations,indus_Investment Banking,indus_Banking,indus_Investment Management,indus_Online Audio,indus_Video Media,indus_Capital Markets,indus_Retail,indus_Government Administration,indus_Government Relations Services,indus_Mining,indus_Renewable Energy Semiconductor Manufacturing,indus_Newspaper Publishing,indus_Human Resources Services,indus_Accounting,indus_Retail Luxury Goods,indus_Jewelry
587,Data Scientist- Remote,UX Hires,Nan,remote,nan,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-11-07,https://www.linkedin.com/jobs/view/data-scientist-remote-at-ux-hires-3752872023?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=ykWSIBUpWHWmAEmEPnMK1A%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Machine Learning Research Engineer,Neural Magic,Nan,remote,nan,"Somerville, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-05,https://www.linkedin.com/jobs/view/machine-learning-research-engineer-at-neural-magic-3734622042?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=KzAEM0BLuqmac0sQQo%2Fewg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Data Scientist,WindESCo,Nan,remote,nan,"Burlington, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-20,https://www.linkedin.com/jobs/view/data-scientist-at-windesco-3744554230?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=KYxfwbHUf9h%2Fe6Y1kH91Ww%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Jr Data Scientist,Crux,Nan,remote,nan,United States,"[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-10-02,https://www.linkedin.com/jobs/view/jr-data-scientist-at-crux-3740459492?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=TtWSUS2Jf523AIjHgz%2BkcQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Clinical Research Data Scientist,KNS IT GROUP,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-08,https://www.linkedin.com/jobs/view/clinical-research-data-scientist-at-kns-it-group-3759509062?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=tKazojphMQUv8J6tzQn%2Bqw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Data Scientist - Public Sector,Clarifai,Nan,remote,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-13,https://www.linkedin.com/jobs/view/data-scientist-public-sector-at-clarifai-3738243352?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=9VEr5DMFpez%2FDcKKkcBXGw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,Data Scientist,Idea Evolver,Nan,remote,nan,"Philadelphia, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-08-07,https://www.linkedin.com/jobs/view/data-scientist-at-idea-evolver-3687989763?refId=QG1J4zl8U8ABhWauxU3qFw%3D%3D&trackingId=%2BzyfBuSmx7RLrYf567oqCQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,"Machine Learning Engineer, Predictive",Cordial,Nan,remote,nan,"San Diego, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-predictive-at-cordial-3767237081?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=981xGvDLzwail9iB9qYejw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Data Scientist Entry Level,SkyRecruitment LLC,Nan,remote,nan,"Anchorage, AK","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-entry-level-at-skyrecruitment-llc-3770982388?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=Nna8Rzkr6HWZKWviLJLE6A%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Machine Learning Application Engineer,CirrusMD,Nan,remote,nan,"Denver, CO","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-application-engineer-at-cirrusmd-3768806044?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=7XJmzkZXoyPqYqPfRlETIQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Data Scientist,Experfy,Nan,remote,nan,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-06-15,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3659744521?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=HPnT%2BjbfzRtxyMNmwyVGtA%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Data Scientist,Experfy,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-09-13,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3719411483?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=CFosybIArli7N7p%2FiIdTnA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Junior Data Scientist,Fitness Matrix Inc,Nan,remote,nan,"Tampa, FL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/junior-data-scientist-at-fitness-matrix-inc-3771146729?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=cK0hZV54VdMHY9aqLSEktg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Data Scientist,Experfy,Nan,remote,nan,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Marketing'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-06,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3761307332?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=ke7fq9nhFW9o7qmb1oP0EA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Marketing,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Data Scientist,Analytica,Nan,remote,nan,"Washington, DC","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-23,https://www.linkedin.com/jobs/view/data-scientist-at-analytica-3664087381?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=zjGXweHDRElgUz1B5wpg6Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Data Scientist,Experfy,Nan,remote,nan,"Philadelphia, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing'}, {'Industries': 'Technology, Information and Internet'}]",2023-06-01,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3646112719?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=iOFMebeD3KVag5avYhbJ8A%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Marketing,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Data Scientist,Zilliant,Nan,remote,nan,"Austin, TX","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-09-28,https://www.linkedin.com/jobs/view/data-scientist-at-zilliant-3738846984?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=qfJAw0vEkYxD7cPj5KFnrQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,AI/ML Data Scientist,Experfy,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing'}, {'Industries': 'Technology, Information and Internet'}]",2023-09-13,https://www.linkedin.com/jobs/view/ai-ml-data-scientist-at-experfy-3719409171?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=DRF%2Bf0R%2Fh8TagksdsIb4cA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Marketing,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Data scientist,Experfy,Nan,remote,nan,"Boston, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-07-08,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3683302706?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=YTRYuSo1JZS1f1UeYVmG5A%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Junior Data Scientist,Outcoder iO,Nan,remote,nan,"Denver, CO","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Nanotechnology Research'}]",2023-11-21,https://www.linkedin.com/jobs/view/junior-data-scientist-at-outcoder-io-3771147551?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=k8a1iJ8hM5l1gdSLelxa1g%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Nanotechnology Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Data Scientist,Experfy,Nan,remote,nan,"Chicago, IL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-07-01,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3676190134?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=2taghql3WpLXRnzitRf8fw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Data Scientist Consultant (Remote),DataKind,Nan,remote,nan,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/data-scientist-consultant-remote-at-datakind-3768637651?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=FO7ArdaByy5TkS6Z602Htg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,ML Engineer (Generative AI & LLM Specialist),Aimpoint Digital,Nan,remote,nan,"Atlanta, GA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Data Infrastructure and Analytics'}]",2023-11-21,https://www.linkedin.com/jobs/view/ml-engineer-generative-ai-llm-specialist-at-aimpoint-digital-3763393807?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=OayiM8C3rSG%2Br9GrFrw1GA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Data Infrastructure and Analytics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Junior Machine Learning Engineer,Fitness Matrix Inc,Nan,remote,nan,"Tampa, FL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/junior-machine-learning-engineer-at-fitness-matrix-inc-3771149173?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=FaGR%2FnqPYaK9cVJ2k6rzyw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Machine Learning Engineer,Neural Magic,Nan,remote,nan,"Somerville, MA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-05,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-neural-magic-3734619173?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=gL6W6QmsLhI%2F25A0jh0BcQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Data Scientist- Remote,UX Hires,Nan,remote,nan,"New York, NY","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Staffing and Recruiting'}]",2023-11-07,https://www.linkedin.com/jobs/view/data-scientist-remote-at-ux-hires-3752872023?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=OaxxQIe1bdXRdVfeUnaYjg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Machine Learning Research Engineer,Neural Magic,Nan,remote,nan,"Somerville, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-05,https://www.linkedin.com/jobs/view/machine-learning-research-engineer-at-neural-magic-3734622042?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=P2O31CJ%2FvoFHzgifdwMGrw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Data Scientist,WindESCo,Nan,remote,nan,"Burlington, MA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-10-20,https://www.linkedin.com/jobs/view/data-scientist-at-windesco-3744554230?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=9hgEFgkyyq356OMqIjS7mw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Jr Data Scientist,Crux,Nan,remote,nan,United States,"[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-10-02,https://www.linkedin.com/jobs/view/jr-data-scientist-at-crux-3740459492?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=5%2BNJU5RODbqDq0uBDh%2B2MQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Clinical Research Data Scientist,KNS IT GROUP,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-08,https://www.linkedin.com/jobs/view/clinical-research-data-scientist-at-kns-it-group-3759509062?refId=cuGIqSKW5HJY3Mf%2B6Nzp9Q%3D%3D&trackingId=DyZWlr0%2BtGRv95TK54bxYg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
